CAS	Tm	Tb	Hfus	Hvap	Hf	S0	LFL	UFL	T_flash	T_autoignition	RI	RIT	logP
646-24-2	311.15												
646-31-1	324.15	664.45											
64628-73-5	303.15												
64628-74-6	316.15												
64641-95-8	518.15												
64695-78-9	306.15												
6476-37-5	333.15												
64835-30-9	311.15												
6484-52-2	442.75	508.15											
6485-55-8	188.15												
6485-97-8	435.15												
64957-86-4	342.15												
6496-89-5	383.15												
65-45-2	413.15												
65-71-4	590.15												
65-82-7	388.15												
65-85-0	395.49	523.35							394.15	843.15	1.504		1.88
65-86-1	619.15												
65069-56-9	397.15												
65079-19-8	463.15												
6512-99-8	241.15												
65143-38-6	342.15												
6515-36-2	461.15												
65195-20-2	348.15												
652-03-9	429.15												
652-31-3	421.15												
652-34-6	422.15												
652-37-9	543.15												
652-67-5	333.15												
6521-29-5	311.15												
65214-44-0	383.15												
65259-41-8	415.65												
65295-69-4	297.15												
653-11-2	362.15												
653-21-4	382.15												
653-37-2	299.15												
65300-53-0	353.15												
65361-83-3	415.65												
654-11-5	312.15												
654-70-6	411.15												
654-98-8	359.15												
654-99-9	355.15												
655-07-2	252.15												
6553-96-4	369.15												
65548-55-2	480.15												
65550-78-9	318.15												
65550-82-5	358.15												
656-46-2	429.15												
656-64-4	308.15												
656-65-5	341.15												
65610-14-2	374.15												
6564-72-3	424.15												
65678-09-3	446.15												
6569-51-3	215.15	328.15			-548000								
65690-98-4	384.15												
65709-24-2	395.15												
65709-27-5	353.15												
65735-71-9	318.15												
6574-15-8	377.15												
6574-98-7	332.15												
6574-99-8	345.15												
6575-00-4	339.15												
6575-05-9	354.15												
6575-07-1	394.15												
6575-09-3	354.15												
6575-11-7	408.15												
6575-13-9	363.15												
6575-24-2	432.15												
65753-47-1	312.15												
65766-33-8	429.15												
6579-54-0	326.15												
65795-96-2	497.65												
65797-54-8	434.65												
658-91-3	389.15												
658-93-5	322.15												
658066-35-4	390.65	591.15											
6581-06-2	440.65	593.15							519.15				
6582-42-9	318.15												
65873-72-5	324.15												
65897-47-4	573.15												
6590-93-8	319.15												
6590-95-0	316.15												
6590-96-1	311.15												
65950-99-4	560.15												
6596-40-3		852.15											
65973-41-3	573.15												
66-22-8	612.15												
66-25-1	217.15												
66-71-7	391.15												
66-77-3	275.15												
66-99-9	334.15												
660-88-8	430.15												
66000-38-2	395.65												
66000-39-3	381.15												
6602-32-0	457.15												
6602-54-6	380.15												
66046-35-3	410.15												
66063-06-7	403.65												
66073-54-9	414.15												
6609-54-7	309.15												
6609-64-9	285.15												
6610-29-3	410.15												
66104-12-9					-16000								
66108-30-3	408.15												
66176-39-4	347.15												
66192-30-1	423.15												
662-22-6	354.15												
6622-92-0	472.15												
6627-34-5	428.15												
6627-55-0	289.15												
6628-04-2	437.15												
6628-77-9	303.15												
6630-33-7	293.15												
66300-61-6	349.15												
66304-01-6	378.15												
6631-89-6	384.15												
66346-92-7	483.15												
6635-20-7	449.15												
6635-41-2	373.15												
6635-86-5	409.15												
6636-78-8	443.15												
66373-25-9	500.15												
6638-05-7	312.15												
6639-57-2	347.15												
6640-09-1	470.15												
6640-25-1	303.15												
6641-64-1	454.15												
66411-24-3	468.15												
66411-25-4	533.15												
66411-51-6	424.15												
66491-05-2	332.65												
665-31-6	415.15												
66508-23-4	427.15												
66508-34-7	376.15												
66548-55-8	427.15												
66548-61-6	485.65												
66548-89-8	473.15												
66549-02-8	347.65												
66549-08-4	421.15												
66549-16-4	420.15												
66549-18-6	455.15												
66549-63-1	572.65												
66605-57-0	370.15												
66608-14-8	410.65												
6662-18-6	524.15												
6665-83-4	508.15												
6665-86-7	519.15												
6670-13-9	526.15												
6674-22-2	203.15												
668-45-1	331.15												
668-94-0	505.15												
66892-34-0	388.15												
66916-99-2	402.15												
66938-03-2	417.15												
66938-29-2	329.15												
66955-77-9	413.65												
66956-60-3	431.15												
6696-41-9	412.15												
669707-13-5	343.15												
66990-30-5	330.15												
66990-32-7	337.15												
67-36-7	298.15												
67-47-0	307.15												
67-51-6	380.15												
67-56-1	175.37222	337.03889	3167.29	37400	-238660	126.8	0.06	0.36	284.26111	713.15			
67-63-0	184.81667	355.92778					0.02	0.127	284.81667	673.15	1.3776		
67-64-1	177.59444	329.26111	5690		-216500		0.025	0.128	255.37222	738.15	1.3588		
67-66-3	209.81667	334.81667			-131800								1.97
67-68-5	291.15												
67-71-0	383.15												
670-54-2	471.15												
670-95-1	417.15												
670-96-2	421.15												
6703-98-6	388.35	994.15											
6705-03-9	424.15												
67127-65-5	453.15												
67127-85-9	486.65												
67127-89-3	465.65												
672-13-9	288.15												
672-58-2	397.15												
6725-44-6	302.15												
6725-45-7	298.15												
673-22-3	315.15												
673-97-2		443.15											
67357-00-0	416.15												
6737-42-4	334.15												
6738-04-1	322.15												
67442-07-3	313.15												
67445-86-7	475.15												
67475-55-2	352.15												
67478-46-0	444.15												
67478-47-1	478.15												
67478-48-2	474.15												
6748-68-1	442.15												
67487-35-8	453.15												
675-14-9	235.15												
675-20-7	310.15												
67514-08-3	361.15												
67515-55-3	388.15												
67515-57-5	358.15												
67515-59-7	341.15												
67531-86-6	433.15												
675602-89-8	340.15												
675602-91-2	383.15												
675602-92-3	393.15												
67563-02-4	508.15												
67565-48-4	403.15												
67567-26-4	337.15												
676-96-0	414.15												
67604-48-2	523.15												
67644-31-9	344.65												
676500-39-3	415.15												
677327-29-6	416.15												
67748-61-2	387.15												
6779-09-5	333.15												
67808-66-6	388.15												
6781-42-6	309.15												
6781-98-2	237.15												
67820-84-2	417.15												
67832-11-5	337.15												
67914-60-7	456.15												
6793-92-6	335.15												
67969-84-0	313.15												
6797-44-0	402.15												
67973-32-4	515.15												
67982-16-5	321.15												
68-04-2	583.15												
68-11-1	256.48333						0.059		383.15				
68-12-2	212.03889	425.92778					0.022	0.152	330.92778				
68-35-9	528.15												
68-95-1	391.15												
680-31-9	279.26111	505.92778							377.59444				
68047-37-0	421.15												
68078-20-6	350.15												
681-57-2	357.15												
681-84-5	270.92778	394.26111							369.26111				
68162-47-0	421.15												
68163-74-6	583.15												
681812-07-7	423.15												
6828-35-9	314.15												
68281-69-6	386.4												
68282-53-1	441.15												
68282-54-2	377.65												
68282-56-4	374.65												
68282-61-1	470.15												
683-57-8	362.15												
683-72-7	372.15												
68324-99-2	371.65												
68325-15-5	346.15												
68337-15-5	528.15												
68337-35-9	383.15												
6837-24-7	286.15												
684-16-2	150.92778	245.37222											
6850-23-3	399.15												
68507-19-7	513.15												
6851-81-6	436.15												
6851-99-6	328.15												
685126-88-9	309.15												
6854-07-5	519.15												
68559-56-8	327.15												
6859-99-0	331.15												
68622-16-2	367.15												
6863-73-6	442.15												
6864-20-6	397.15												
68676-98-2	369.9												
68696-25-3	447.15												
687-47-8	248.15												
68716-47-2	517.15												
68733-21-1	350.65												
68755-35-1	354.15												
68758-68-9	403.15												
68797-61-5	352.15												
6881-57-8	442.15												
68818-86-0	423.15												
68837-59-2	456.15												
68855-54-9	1983.15	2503.15											
68858-20-8	417.15												
68858-21-9	385.15												
68867-14-1	459.15												
6892-68-8	356.15												
68956-68-3									555.37222				
69-65-8	439.15												
69-72-7	432.15	484.15											
69022-36-2	433.15												
69022-54-4	458.15												
69026-14-8	407.15												
690264-39-2	326.15												
69027-06-1	441.15												
69033-88-1	451.15												
69045-79-0	370.15												
691-37-2	120.15												
6911-51-9	328.15												
69113-59-3	313.15												
69121-56-8	372.65												
69124-00-1	506.15												
6914-79-0	419.15												
6915-18-0	407.15												
6917-35-7	499.15												
69189-20-4	335.65												
6921-66-0	302.15												
6921-98-8	415.15												
69213-44-1	463.15												
6923-22-4	327.03889	398.15							366.48333				
6926-51-8	510.15												
6926-58-5	418.15												
693-02-7	141.15												
693-23-2	402.15												
693-54-9	276.15												
693-57-2	459.15												
693-67-4	264.15												
693-83-4	300.15												
693-89-0	131.15												
693-98-1	416.15												
69321-60-4	277.15												
6933-10-4	354.15												
69334-74-3	413.65												
6935-27-9	368.15												
69360-26-5	340.15												
6937-03-7	420.15												
6937-96-8	366.15												
69380-12-7	392.15												
6939-93-1	572.15												
69399-79-7	324.15												
694-59-7	337.15												
694-80-4	260.15												
694-85-9	304.15												
6940-46-1	411.65												
6940-50-7	390.15												
69411-68-3	329.15												
6942-36-5	354.15												
6942-99-0	333.15												
6945-68-2	481.15												
6947-94-0	371.15												
6949-23-1	416.15												
695-06-7	255.15												
695-34-1	372.15												
695-37-4	340.15												
695-53-4	352.15												
695-96-5	306.15												
6950-92-1	355.15												
6952-59-6	312.15												
6952-68-7	483.15												
6953-22-6	514.15												
6954-55-8	465.15												
69555-14-2	326.15												
696-04-8	537.15												
696-07-1	548.15												
696-41-3	329.15												
696-54-8	405.15												
696-62-8	323.15												
696-71-9	288.15												
6960-20-9	369.15												
6960-22-1	470.15												
6960-42-5	368.15												
6960-45-8	538.15												
6961-82-6	463.15												
69610-40-8	334.15												
6964-21-2	352.15												
6966-10-5	337.15												
6966-45-6	368.15												
6967-29-9	403.15												
6967-89-1	424.15												
6968-24-7	347.15												
6968-28-1	436.15												
69687-80-5	393.15												
6969-71-7	507.15												
697-37-0	321.15												
697-73-4	307.15												
697-82-5	367.15												
697-86-9	353.15												
697-88-1	360.15												
697-90-5	353.15												
697-91-6	396.15												
6970-19-0	385.15												
6972-27-6	383.15												
6972-71-0	414.15												
6973-60-0	410.15												
6975-29-7	420.15												
6976-37-0	377.15												
69778-83-2	405.15												
698-63-5	309.15												
698-67-9	465.15												
69876-89-7	478.15												
699-08-1	301.15												
699-18-3	347.15												
699-83-2	431.15												
6994-25-8	379.15												
6994-59-8	363.15												
69951-02-6	448.15												
70-11-1	323.15												
70-16-6	522.15												
70-34-8	300.15												
70-49-5	425.15												
70-55-3	411.15												
70-57-5	440.15												
70-70-2	423.15												
700-06-1	371.15												
700-17-4	304.15												
700-38-9	328.15												
700-44-7	344.15												
700-57-2	574.15												
700-84-5	312.15												
70010-48-9	349.15												
70031-86-6	327.15												
700381-18-6	333.15												
70049-78-4	410.15												
70091-75-7	314.15												
701-27-9	280.15												
701-34-8	439.15												
701-43-9	419.15												
701-97-3	289.15												
70165-31-0	465.15												
70181-04-3	443.15												
702-23-8	301.15												
702-98-7	489.15												
70258-18-3	313.15												
7028-79-7	443.15												
70291-62-2	427.15												
70298-89-4	409.15												
703-23-1	331.15												
703-56-0	394.15												
703-59-3	415.15												
703-80-0	462.15												
70338-51-1	357.65												
70338-97-5	385.15												
7035-03-2	341.15												
7035-09-8	350.15												
704-10-9	308.15												
704-38-1	362.15												
70421-66-8	531.15												
705-15-7	322.15												
705-21-5	305.15												
705-60-2		536.15									1.586		
705-76-0	321.15												
705-79-3	330.15												
7051-16-3	307.15												
70523-24-9	363.15												
70529-36-1	374.65												
70547-52-3	464.15												
70588-86-2	417.15												
706786-42-7	314.15												
70724-68-4	342.15												
70724-71-9	354.15												
70730-00-6	468.65												
70752-53-3	343.65												
708-06-5	352.15												
70822-07-0	351.15												
7087-68-5	227.15												
70894-44-9	495.15												
709-09-1	370.15												
709-49-9	362.15												
709-63-7	305.15												
70917-88-3	365.15												
7093-92-7	408.15												
70931-60-1	325.65												
70974-24-2	447.9												
70978-54-0	404.15												
70979-02-1	363.15												
7098-20-6		809.25											
7098-21-7		824.79											
7098-22-8	361.15	821.15											
7098-23-9		827.15											
7098-24-0		847.53											
7098-25-1		841.82											
7098-26-2		851.85											
7098-27-3		846.75											
70991-80-9	317.65												
70999-09-6	411.65												
71-00-1	560.15												
71-23-8	146.48333	370.37222					0.022	0.137	295.37222				
71-36-3	183.70556	390.37222					0.014	0.112	302.03889	618.15	1.399		
71-41-0	194.15												
71-43-2	278.70556	353.15			82930	172.8	0.012	0.078	262.03889	771.15	1.501		
71-44-3	302.15												
71-55-6	242.59444	347.03889					0.075	0.125					
711-33-1	309.15												
711-79-5	372.15												
71109-06-3	435.15												
71125-55-8	389.65												
7116-95-2	284.15												
7116-96-3	283.15												
712-50-5	328.15												
712-97-0	368.15												
7120-43-6	498.15												
71207-30-2	418.15												
7128-64-5	474.15												
713-09-7	398.15												
713-52-0	364.15												
713-65-5	288.15												
713-67-7	303.15												
713-68-8	315.15												
71313-98-9	363.15												
7133-37-1	193.15												
71347-59-6	506.15												
71422-43-0	482.15												
71422-88-3	463.15												
7143-01-3	340.15												
7144-05-0	297.15												
7144-08-3	391.15												
7145-82-6	377.15												
7149-70-4	351.15												
7149-75-9	357.15												
7149-79-3	377.15												
7149-80-6	434.15												
715-33-3	383.15												
7150-55-2	386.15												
71507-77-2	399.65												
71507-79-4	439.65												
7151-68-0	432.15												
7152-03-6	315.15												
7152-15-0	264.15												
7152-24-1	477.15												
7152-40-1	437.15												
7154-66-7	283.15												
7154-85-0	569.15												
71556-71-3	389.65												
716-53-0	377.15												
716-79-0	570.15												
71616-86-9	442.4												
7164-98-9	286.15												
71642-16-5	374.15												
71643-59-9	343.15												
7169-97-3	450.15												
717-27-1	314.15												
717-74-8	266.15												
7170-38-9	371.15												
71730-44-4	405.15												
71757-14-7	315.15												
719-22-2	340.15												
719-59-5	371.15												
719-64-2	389.15												
71924-62-4	372.15												
7194-84-5		778.15											
7194-85-6		785.15											
7194-86-7		792.67											
7194-87-8		803.25											
71989-28-1	407.15												
71989-31-6	388.15												
72-14-0	475.15												
72-18-4	588.15												
72-19-5	529.15												
72-43-5	350.37222												
72-48-0	562.15	703.15											
720-44-5	340.15												
720-75-2	391.15												
7209-38-3	287.15												
7210-76-6	447.15												
7210-77-7	322.15												
72198-83-5	421.15												
722-92-9	423.15												
7223-50-9	423.15												
72256-93-0	332.15												
72256-95-2	357.15												
7226-23-5	250.15												
723-89-7	414.15												
72338-95-5	394.65												
7235-40-7	453.15												
72351-69-0	358.65												
72370-20-8	414.15												
7244-02-2	383.15												
725-12-2	413.15												
725-89-3	415.15												
7250-94-4	363.15												
725256-57-5	365.15												
72678-19-4	311.15												
727-99-1	333.15												
72721-02-9	459.15												
72752-52-4	316.15												
72760-85-1	422.15												
728-80-3	336.15												
728-81-4	325.15												
728-86-9	391.15												
728-87-0	343.15												
72814-29-0	335.65												
7283-09-2	418.15												
7283-41-2	440.15												
72832-28-1	468.15												
72846-00-5	437.15												
72851-20-8	414.9												
72851-45-7	412.15												
72934-37-3	427.15												
7295-44-5	308.15												
72965-47-0	387.15												
7298-89-7	436.15												
73-24-5	633.15												
73003-80-2	478.15												
73018-10-7	400.15												
73035-16-2	316.15												
7304-32-7	416.15												
7305-71-7	370.15												
73096-36-3	430.15												
73096-39-6	558.15												
73096-42-1	455.15												
7311-34-4	319.15												
7311-63-9	413.15												
7311-64-0	469.15												
7314-44-5	310.15												
7314-85-4	412.15												
7320-34-5	1377.15												
73219-89-3	419.15												
732306-26-2	334.15												
732306-31-9	330.15												
7325-46-4	527.15												
73258-88-5	370.65												
73279-04-6	413.15												
73290-22-9	397.15												
733-07-3	403.15												
73305-13-2	442.15												
7333-07-5	356.15												
73346-74-4	320.15												
73357-18-3	480.15												
73392-23-1	393.15												
73401-74-8	406.15												
73406-98-1	354.9												
73415-62-0	409.15												
73415-85-7	397.15												
73463-39-5	545.15												
73535-74-7	348.65												
7356-11-8	324.15												
7356-41-4	388.15												
73568-25-9	422.15												
73568-29-3	423.15												
73576-33-7	373.15												
73583-37-6	292.15												
73583-39-8	353.15												
7359-14-0	402.15												
7362-37-0	468.15												
7364-25-2	523.15												
7368-78-7	308.15												
737000-76-9	387.15												
737000-87-2	344.15												
73732-51-1	477.15												
7377-08-4	425.15												
7378-99-6	216.15												
73781-91-6	359.15												
73791-49-8	410.65												
7385-10-6	370.15												
7385-99-1	478.15												
73852-17-2	425.15												
73852-19-4	495.15												
7386-21-2	470.15												
73866-23-6	476.15												
73874-95-0	437.15												
73896-36-3	444.15												
7390-81-0	306.15												
73907-94-5	573.15												
7391-28-8	375.15												
7391-69-7	488.15												
73941-12-5	463.15												
73948-18-2	315.15												
73953-89-6	453.15												
74-11-3	514.15												
74-31-7	420.15												
74-82-8	90.66	111.4			-74520	186.3				810.95			
74-83-9	179.26111	276.48333				246.4	0.1	0.16					
74-84-0	90.35	184.6			-83820	229.6			425.15	745.15			
74-85-1	103.95	169.45				219.6							
74-86-2	192.35	189.55			-227400		0.025	1		578.15			
74-87-3	175.37222	248.70556				234.6	0.081	0.174	227.15	898.15			
74-88-4	206.48333	315.92778				254.1							
74-89-5	179.81667	267.03889					0.049	0.207	263.15				
74-90-8	259.26111	298.70556					0.056	0.4	255.35		1.2675		
74-93-1	152.03889	279.26111					0.039	0.218	255.37222				
74-95-3	220.15												2.3
74-96-4	154.26111	311.48333					0.068	0.08	257.59444				
74-97-5	186.48333	341.48333											1.41
74-98-6	85.372222	230.92778			-104680	269.9	0.021	0.095					
74-99-7	170.37222	249.81667		22100	-185440		0.017						
74003-55-7	344.15												
7401-03-8	340.15												
7402-28-0	386.15												
74030-45-8	318.15												
74037-50-6	303.15												
74115-12-1	434.15												
74115-14-3	388.65												
74124-92-8	511.15												
7417-21-2	319.15												
742058-39-5	375.15												
74222-98-3	463.15												
7423-96-3	534.15												
74266-66-3	328.15												
7429-90-5	933.15	2600.3722											
7432-21-5	397.15												
7433-79-6	336.15												
7435-83-8	342.65												
74370-93-7	374.15												
7439-89-6	1811	3134.15											
7439-90-9						164							
7439-92-1	601.15	2013.15				64.8							
7439-93-2	453.7	1590.15	3000	136000		29.1							
7439-95-4	922.15	1373.15				32.7							
7439-96-5	1517.0389	2235.3722											
7439-97-6	234.26111	629.81667				76							
7439-98-7	2895.3722	5098.15											
7440-01-9						146.2							
7440-02-0	1828.15	3110.3722											
7440-06-4	2045.3722	4100.3722											
7440-09-7	336.7	1047.15				64.2							
7440-10-0	1208	3403											
7440-16-6	2239.2611	4000.3722											
7440-17-7						69.5							
7440-21-3	1683.15	2628.15				18.8							
7440-22-4	1233.7056	2273.15				42.6							
7440-23-5	370.55	1156.09				51.2							
7440-25-7	3269.2611	5698.15											
7440-26-8	2443.15												
7440-31-5	504.81667	2780.3722				44.1							
7440-32-6	1941												
7440-33-7	3683.15	6200.3722	52310	774000									
7440-36-0	903.15	1908.15											
7440-37-1						154.8							
7440-38-2	885.92778												
7440-39-3	1000.15	2170.15	7120										
7440-41-7	1560.3722	2773.15											
7440-46-2						85.2							
7440-47-3	2173.15	2915.3722											
7440-48-4	1765.9278	3373.15											
7440-50-8	1355.9278	2868.15											
7440-56-4						31.1							
7440-57-5	1337.33	3213.15											
7440-58-6	2500.3722	4875.3722											
7440-59-7	1.1	4.25				126					1.000036		
7440-63-3						169.6							
7440-65-5	1773.15	3200.3722											
7440-66-6	692.15	1180.15											
7440-67-7	2130.3722	3850.3722											
7440-68-8		503											
7440-70-2						41.6							
7440-71-3	1173												
7440-74-6	429.81667	2348.15											
7443-72-3	376.65												
74457-86-6	325.15												
7446-07-3	1006.15	1530.15			-320750								
7446-08-4					-225000						1.76		
7446-09-5	197.59444	263.15			-296900	248.2							
7446-11-9	289.98	318.05			-395800								
7446-14-2	1443.15												
7446-20-0	373.15												
7447-39-4	903.15												
7447-40-7	1049.15	1680.15				82.6							
74470-23-8	490.15												
74470-85-2	344.15												
7450-57-9	524.15												
7450-69-3	456.15												
7451-98-1	419.15												
74542-69-1	350.15												
74553-29-0	368.15												
74568-07-3	590.15												
745784-05-8	419.15												
745784-10-5	365.15												
74590-69-5	340.15												
74602-32-7	323.15												
7462-73-9	348.15												
7463-31-2	400.15												
7463-35-6	429.15												
7463-51-6	388.15												
7466-54-8	353.15												
7468-67-9	377.15												
74682-60-3	340.15												
7471-63-8	459.15												
7472-43-7	358.15												
74738-18-4	379.15												
74772-16-0	334.15												
74784-70-6	320.15												
74800-62-7	330.15												
7481-89-2	491.15												
7487-88-9	1410.15				-1288800								
7487-94-7	549.15	577.15											
74896-66-5	361.15												
749230-37-3	425.15												
749230-47-5	456.15												
749230-51-1	455.15												
7498-57-9	356.15												
7499-07-2	445.15												
7499-08-3	437.15												
75-00-3	134.26111	285.37222					0.038	0.154	223.15				
75-01-4	113.15	259.26111			-37260		0.036	0.33			1.37		
75-02-5	112.59444	200.92778					0.026	0.217					
75-03-6	165.15												
75-04-7	192.03889	289.81667					0.035	0.14	255.92778				
75-05-8	228.15	354.81667	8170	29800	-40600		0.03	0.16	278.70556	797.15	1.346015		
75-07-0	149.81667	293.70556			-166000		0.04	0.6	235.37222	458.15	1.3316		
75-08-1	128.70556	308.15					0.028	0.18	224.81667				
75-09-2	178.15	313.15					0.13	0.23					
75-10-5	138	221.46											
75-11-6	279.15												
75-12-7	275.92778								427.59444				
75-15-0	161.48333	319.81667					0.013	0.5	243.15				
75-18-3	190.15												
75-19-4	145.53	240.29											
75-20-7	2573.15												
75-21-8	160.37222	283.70556			-51040		0.03	1	244.26111		1.35965		
75-24-1	288.15												
75-25-2	281.48333	422.59444											2.38
75-26-3	184.15												
75-27-4	216.15	360.15											
75-28-5	113.70556	261.48333					0.016	0.084					
75-29-6	156.15												
75-30-9	183.15												
75-31-0	172.03889	305.92778			-112300				235.92778	673.15			
75-33-2	142.15												
75-34-3	175.92778	330.37222					0.054	0.114	256.48333		1.4164		
75-35-4	150.37222	304.81667					0.065	0.155	254.26111				
75-36-5	161.15												
75-37-6	156	187.4											
75-38-7	129.26111	187.59444					0.055	0.213					
75-43-4	138.15	282.03889											
75-44-5	145.37222	281.48333											
75-45-6	127.03889	232.59444											
75-47-8	392.03889												
75-50-3	155.92778	275.92778					0.02	0.116	266.48333				
75-52-5	244.26111	374.26111				171.8	0.073		308.15				
75-55-8	208.15	339.81667							269.26111				
75-56-9	160.92778	307.59444					0.023	0.36	235.92778				
75-60-5	468.15												
75-61-6	127.03889	297.59444											
75-62-7	267.15												
75-63-8	107.03889	215.37222											
75-64-9	206.15												
75-65-0	298.70556	355.37222		39070			0.024	0.08	284.26111	753.15	1.3974		
75-69-4	162.03889	297.03889											2.53
75-71-8	115.37222	243.15											2.16
75-74-1	247.03889								310.92778				
75-75-2	293.15												
75-76-3	173.15												
75-77-4	215.15												
75-78-5	197.15												
75-79-6	195.15												
75-80-9	352.15												
75-83-2	173.15	335.92778							265.92778				
75-84-3	327.15												
75-85-4	261.15												
75-86-5	253.15	368.15					0.022	0.12	347.03889				
75-89-8	229.15												
75-94-5	178.15												
75-96-7	405.15												
75-97-8	220.15												
75-98-9	306.15												
75-99-0	280.92778	463.15											
7500-53-0	424.15												
7502-06-9	333.15												
75028-17-0	485.65												
75095-84-0	500.15												
75097-99-3	410.15												
75129-74-7	462.15												
75175-80-3	432.15												
75203-51-9	351.15												
7521-41-7	374.15												
75224-64-5	396.15												
75279-53-7	312.15												
75279-55-9	315.15												
75279-56-0	341.15												
753-89-9	253.15												
75330-75-5	448.15												
7536-58-5	384.15												
75380-95-9	341.15												
754-05-2	141.15												
754-10-9	428.15												
7541-59-5	395.15												
7542-64-5	310.15												
75428-45-4	353.15												
75462-59-8	304.15												
75483-35-1	427.15												
7550-45-0	248.35	409.55			-804160								
7553-56-2	387.15	457.15				116.1							
7554-65-6	286.15												
7556-63-0	416.15												
756-13-8	165.15	322.35											
75641-06-4	329.15												
7567-63-7	379.15												
757-58-4									522.65				
75704-31-3	535.15												
7572-29-4	223.15												
7580-67-8	953.15		-21800		-90700								
75815-75-7	419.65												
7583-08-6	306.15												
75844-29-0	454.15												
75889-61-1	403.15												
75894-43-8	317.15												
759-58-0	293.15												
75920-10-4	357.15												
75926-26-0	394.65												
75926-30-6	394.65												
7596-80-7	486.15												
7597-18-4	454.15												
7598-35-8	371.15												
76-01-7	244.26111	434.26111											
76-02-8	127.15												
76-03-9	330.92778	470.92778											
76-04-0	295.15												
76-05-1	257.95	345.15											
76-06-2	203.70556	385.37222											
76-09-5	317.15												
76-11-9	313.70556	364.81667											
76-12-0	298.15	365.92778									1.413		
76-13-1	238.15	320.92778											
76-14-2	179.26111	276.48333											
76-15-3	131.48333	234.26111											
76-22-2	447.03889	477.03889					0.006	0.035	338.70556		1.47		
76-38-0	238.15	377.59444					0.07						
76-44-8	368.15												
76-59-5	474.15												
76-83-5	385.15												
76-84-6	436.15												
76-86-8	367.15												
76-89-1	348.15												
76-93-7	424.15	453.15											
760-20-3	119.15												
760-21-4	141.15												
76003-29-7	431.15												
7605-28-9	385.15												
76053-37-7	526.15												
7606-84-0	478.65												
76067-81-7	364.15												
76091-01-5	455.15												
76102-93-7	353.65												
7612-96-6	370.15												
7616-94-6	125.37222	226.48333											
7617-64-3	304												
762-21-0	275.15												
762-42-5	255.15												
762-84-5	370.15												
7620-77-1	485.15								423.15				
7625-01-6	416.15												
76263-12-2	428.65												
76263-14-4	512.15												
76283-09-5	308.15												
763-29-1	137.15												
763-69-9	173.15												
7631-86-9	1983.15	2503.15											
7631-90-5	423.15												
7631-95-0					-1469000								
7631-99-4	581.15		16000		-257000								
76344-96-2	321.15												
76360-64-0	324.65												
7637-07-2	146.48333	173.15				254							
76393-16-3	302.15												
76393-18-5	317.15												
764-01-2	271.15												
764-13-6	285.15												
764-33-0	298.15												
764-35-2	183.15												
764-41-0	225.15												
764-85-2	212.15												
764-93-2	229.15												
7643-75-6	374.15												
7646-78-8	240.15	387.3											
7646-79-9	1008.15	1322.15											
7646-85-7	563.15	1005.3722											
7647-01-0	243.15	321.15			-605220								
7647-14-5	1073.95	1686.15			-234800	72.1					1.544202		
7647-17-8	919.15	1568.15			-443000						1.6418		
7647-18-9	275.95	413.15									1.59255		
7648-01-3	311.15												
765-03-7	254.15												
765-13-9	283.15												
765-69-5	487.15												
765-70-8	378.15												
765-87-7	310.15												
7650-89-7	369.15												
7650-91-1	348.15												
7651-83-4	500.15												
7657-09-2	322.15												
7658-80-2	396.15												
76587-32-1	530.15												
766-09-6	253.15												
766-77-8	149.15												
766-84-7	314.15												
766-96-1	339.15												
766-97-2	294.15												
766-98-3	301.15												
76620-00-3	339.15												
7664-38-2	315.37222	485.92778											
7664-39-3	189.81667	292.59444			-273300								
7664-41-7	195.37222	239.81667			-45940	192.5	0.15	0.28		924.15			
7664-93-9	283.46	610.15									1.397		
76655-99-7	397.15												
7667-76-7		857.15											
7667-78-9		885.75											
7667-80-3		893.35											
7667-86-9		939.15											
7667-88-1		953.257											
7669-54-7	347.15												
767-00-0	385.15												
767-15-7	426.15												
7670-26-0		990.24											
76731-20-9	423.65												
7677-24-9	284.15												
768-35-4	487.15												
768-52-5	223.15	475.92778							360.92778				
768-60-5	301.15												
768-66-1	214.15												
768-90-1	392.15												
7681-11-0	954.15	1597.15											
7681-38-1	459.15												
7681-49-4	1293.7056	1977.0389			-576600	51.5							
7681-57-4	423.15												
76876-91-0	459.15												
7688-25-7	407.15												
76884-36-1	378.15												
769-10-8	280.15												
769-39-1	302.15												
769-42-6	395.15												
769-92-6	289.15												
7693-26-7	673.15				-57820								
7693-27-8						31.1							
7693-46-1	352.15												
7693-52-9	365.15												
76969-95-4	456.65												
7697-23-6	461.15												
7697-26-9	482.15												
7697-28-1	490.15												
7697-29-2	487.15												
7697-37-2	230.92778	355.92778	10470	39100	-174100						1.397		
76994-22-4	414.15												
77-09-8	535.65	830.95											
77-47-4	264.26111	512.03889											
77-48-5	473.15												
77-49-6	423.15												
77-53-2	359.15	559.15											
77-55-4	433.15												
77-62-3	408.15												
77-68-9	223.15												
77-71-4	449.15												
77-73-6	305.37222	445.37222					0.008	0.063	305.37222				
77-76-9	226.15												
77-77-0	247.15												
77-78-1	241.48333								356.48333				
77-79-2	338.15												
77-85-0	463.15												
77-86-1	445.15												
77-92-9	426.15												
77-93-0	218.15												
77-94-1	253.15												
77-99-6	333.15												
770-12-7	272.15												
770-30-9	515.15												
770-71-8	390.15												
7705-08-0	579.15	588.15											
77062-88-5	321.65												
771-51-7	309.15												
771-56-2	243.15												
